nan 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.051262542904165684e+03 3.857298313105249343e-02 2.944002537001874753e+00
3.000000000000000000e+00 9.959252315403637112e+02 5.541457971414565781e-02 3.455298674835013628e+00
4.000000000000000000e+00 9.420784873713641900e+02 5.434694548278774101e-02 3.378904988597185799e+00
5.000000000000000000e+00 9.008659491779576456e+02 4.138562124508158441e-02 2.991934529008274612e+00
6.000000000000000000e+00 8.718895584047085094e+02 2.600066644415519740e-02 2.494184564968067175e+00
7.000000000000000000e+00 8.528095716878491430e+02 1.447502346036204542e-02 2.006405067282216681e+00
8.000000000000000000e+00 8.408991895234380536e+02 8.304227320128256332e-03 1.591983593025947163e+00
9.000000000000000000e+00 8.346628378339611345e+02 5.916799003241839452e-03 1.278353427755589022e+00
1.000000000000000000e+01 8.327499840313568029e+02 5.114839598384804745e-03 1.070582887413771944e+00
1.100000000000000000e+01 8.340047991223220833e+02 4.542008263686548447e-03 9.574519704405353160e-01
1.200000000000000000e+01 8.382061592929793505e+02 3.888446939859614444e-03 9.196606944846766885e-01
1.300000000000000000e+01 8.441111657262864583e+02 3.364408103972590675e-03 9.339815112219579385e-01
1.400000000000000000e+01 8.515164448232429777e+02 3.160334695438978860e-03 9.792545840550236358e-01
1.500000000000000000e+01 8.600925678696789873e+02 3.249073756166908928e-03 1.039414897804405324e+00
1.600000000000000000e+01 8.699495125627680636e+02 3.473327649441298060e-03 1.104440053468354499e+00
1.700000000000000000e+01 8.807837992960585325e+02 3.762300183522949114e-03 1.167114508321331900e+00
1.800000000000000000e+01 8.918963506102473957e+02 4.098569978425397817e-03 1.224478868124255770e+00
1.900000000000000000e+01 9.044852987228138090e+02 4.568509705920182663e-03 1.282343235190942732e+00
2.000000000000000000e+01 9.172496047683617917e+02 5.244560711156799789e-03 1.338613456938971824e+00
2.100000000000000000e+01 9.306847853839701656e+02 6.120079157545593382e-03 1.397726324827077038e+00
2.200000000000000355e+01 9.445545744467090117e+02 7.184456741109100826e-03 1.459998031649073713e+00
2.299999999999999645e+01 9.584674546948882607e+02 8.418027193775039219e-03 1.526257016739689387e+00
2.400000000000000000e+01 9.727977019618803070e+02 9.809478868033353477e-03 1.596640269769777909e+00
2.500000000000000000e+01 9.877135461348013905e+02 1.135906719732739968e-02 1.663549725063777407e+00
2.600000000000000000e+01 1.002734793316645892e+03 1.307421070464354421e-02 1.729471532387603316e+00
2.700000000000000000e+01 1.018202647728163356e+03 1.495478078075772842e-02 1.792007049687242226e+00
2.800000000000000000e+01 1.033890359007126335e+03 1.698104506062892219e-02 1.843328366069739710e+00
2.900000000000000000e+01 1.049783576202881022e+03 1.916112606298108270e-02 1.888013273690305471e+00
3.000000000000000000e+01 1.066143698743191635e+03 2.151229296996410439e-02 1.919126826781076822e+00
3.100000000000000000e+01 1.082317639047165130e+03 2.405140986285916882e-02 1.945263793323739776e+00
3.200000000000000000e+01 1.099049679570086028e+03 2.682093848185208157e-02 1.960026550100516518e+00
3.300000000000000000e+01 1.115810587208856759e+03 2.979870128898091594e-02 1.965904254186233047e+00
3.400000000000000000e+01 1.132611241672671440e+03 3.301919907766570628e-02 1.968193151707444688e+00
3.500000000000000000e+01 1.150133143185278414e+03 3.647103814365212915e-02 1.957557284383789398e+00
3.600000000000000000e+01 1.167537372373255494e+03 4.016169663196238193e-02 1.943175093526676278e+00
3.700000000000000000e+01 1.185188474077695673e+03 4.411076355022209433e-02 1.918984774873788490e+00
